Figure,id,mean,error,n,variable
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,2005 (Blue Mussel),1303.5143769968054,843.4504792332273,NA,Density (n/m2)
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,2004 (Pacific Oyster),511.1821086261989,230.0319488817886,NA,Density (n/m2)
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,2005 (Pacific Oyster),460.063897763579,204.47284345047865,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2000 (Jan),2.2580645161290356,2.7419354838709644,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2000 (Dec),0.08064516129032562,0.48387096774193594,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2000 (Feb),5.322580645161292,2.4193548387096797,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2000 (Mar),6.048387096774199,1.7741935483870925,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2000 (Apr),6.370967741935484,0.8870967741935516,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2000 (May),5.725806451612904,0.8064516129032278,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2000 (Jun),1.7763568394002505e-15,0.3225806451612918,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2001 (Dec),1.7763568394002505e-15,0.6451612903225818,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2001 (Jan),3.2258064516129057,2.0161290322580623,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2001 (Feb),18.306451612903228,5.806451612903224,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2001 (Mar),11.612903225806452,2.5806451612903203,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2001 (Apr),7.016129032258068,1.129032258064516,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2001 (May),6.12903225806452,1.2096774193548363,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2001 (Jun),1.1290322580645178,1.6935483870967758,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2006 (Feb),0.5645161290322616,1.129032258064516,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2006 (Mar),1.7763568394002505e-15,0,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2006 (Apr),1.2903225806451637,1.290322580645162,NA,Density (n/m2)
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,2006 (May),0.3225806451612936,2.177419354838708,NA,Density (n/m2)
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1990 (Jul),25.60000000000001,9.199999999999989,NA,Density (g/m2)
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1990 (Aug),57.999999999999986,11.200000000000003,NA,Density (g/m2)
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1991 (Jun),17.599999999999994,6.800000000000011,NA,Density (g/m2)
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1991 (Jul),50,10,NA,Density (g/m2)
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1991 (Sep),43.999999999999986,14.800000000000011,NA,Density (g/m2)
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1992 (Jun),5.200000000000003,1.6000000000000085,NA,Density (g/m2)
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1992 (Jul),7.200000000000003,2.3999999999999915,NA,Density (g/m2)
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,1992 (Aug),11.600000000000009,4,NA,Density (g/m2)
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1990 (Jul),34.210526315789494,7.5187969924811995,9,Density (g/m2)
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1990 (Aug),63.533834586466185,28.571428571428584,9,Density (g/m2)
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1991 (Jun),34.586466165413555,10.902255639097746,9,Density (g/m2)
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1991 (Aug),57.14285714285717,19.548872180451113,9,Density (g/m2)
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1991 (Sep),42.481203007518815,16.541353383458656,9,Density (g/m2)
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1992 (Jun),2.631578947368432,0.3759398496240607,9,Density (g/m2)
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1992 (Jul),2.2556390977443783,0.3759398496240536,9,Density (g/m2)
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,1992 (Aug),3.0075187969924926,1.5037593984962356,9,Density (g/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1997 (Port/Saone),519.8067632850241,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1998 (Port/Saone),108.21256038647348,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1999 (Port/Saone),657.0048309178745,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,2000 (Port/Saone),697.5845410628019,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1997 (Gray),133.3333333333335,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1998 (Gray),36.71497584541075,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1999 (Gray),164.25120772946875,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1997 (Pontailler),110.14492753623196,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1998 (Pontailler),59.90338164251219,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1999 (Pontailler),156.5217391304349,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1997 (Alleriot),90.82125603864748,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1998 (Alleriot),166.18357487922717,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1999 (Alleriot),202.89855072463777,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,2000 (Alleriot),133.3333333333335,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1997 (Ouroux),353.62318840579724,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1998 (Ouroux),716.9082125603865,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1999 (Ouroux),394.20289855072474,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,2000 (Ouroux),245.4106280193238,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1997 (Lyon),206.76328502415467,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1998 (Lyon),131.40096618357504,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,1999 (Lyon),152.657004830918,0,NA,Density (n/m2)
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,2000 (Lyon),129.4685990338165,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1997 (Creys-Malville),1309.1482649842264,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1998 (Creys-Malville),417.9810725552045,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1999 (Creys-Malville),528.3911671924286,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,2000 (Creys-Malville),1687.69716088328,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1997 (Pont-de-Jons),670.3470031545737,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1998 (Pont-de-Jons),425.86750788643485,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1999 (Pont-de-Jons),1482.6498422712925,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,2000 (Pont-de-Jons),307.5709779179806,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1997 (Lyon-Rhone),260.2523659305989,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1998 (Lyon-Rhone),134.0694006309143,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1999 (Lyon-Rhone),1971.6088328075703,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,2000 (Lyon-Rhone),2200.315457413249,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1997 (Vernaison),63.091482649841964,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1998 (Vernaison),15.772870662460036,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1999 (Vernaison),86.75078864353259,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1997 (St. Alban),559.9369085173496,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1998 (St. Alban),315.45741324921096,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1999 (St. Alban),86.75078864353259,7.886435331230359,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,2000 (St. Alban),347.00315457413217,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1997 (Tournon),126.18296529968416,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1998 (Tournon),39.43217665615089,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1999 (Tournon),86.75078864353259,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1997 (Donzere),315.45741324921096,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1998 (Donzere),86.75078864353259,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1999 (Donzere),307.5709779179806,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,2000 (Donzere),268.13880126182926,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1997 (Aramon),244.47949526813818,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1998 (Aramon),102.5236593059933,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,1999 (Aramon),449.5268138801257,0,NA,Density (n/m2)
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,2000 (Aramon),173.50157728706586,0,NA,Density (n/m2)
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,1996 (Jul),124.92492492492505,19.21921921921927,NA,Density (g dm/m2)
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,1996 (Sep),21.621621621621728,8.408408408408434,NA,Density (g dm/m2)
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,1997 (Jul),1.2012012012013429,0,NA,Density (g dm/m2)
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,1997 (Sep),4.804804804804945,2.4024024024024015,NA,Density (g dm/m2)
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,1998 (Jun),44.44444444444457,15.615615615615582,NA,Density (g dm/m2)
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,1998 (Jul),43.24324324324337,19.21921921921924,NA,Density (g dm/m2)
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,1998 (Sep),8.408408408408576,6.006006006006004,NA,Density (g dm/m2)
