TITLE,CONTACT_1,CONTACT_2,WEB_LINK,DATA_SOURCE
MIREN survey of plant species in mountains,MIREN team,Tim Seipel,https://doi.org/10.5281/zenodo.7495407,NA
"eLTER Benthic invertebrates at three sites at River Salaca, Latvia - Skanais Mazsalaca",Agnija Skuja,Davis Ozolins,https://b2share.eudat.eu/records/5561d1c856bc46d19b259fc0df90479c,NA
"eLTER Benthic invertebrates at three sites at River Salaca, Latvia - Vecate",Agnija Skuja,Davis Ozolins,https://b2share.eudat.eu/records/5561d1c856bc46d19b259fc0df90479c,NA
"eLTER Benthic invertebrates at three sites at River Salaca, Latvia - Vecsalaca",Agnija Skuja,Davis Ozolins,https://b2share.eudat.eu/records/5561d1c856bc46d19b259fc0df90479c,NA
"Long-term Plant Biomass Monitoring Data from Altamaha River Plant Transition Sites near the Georgia Coastal Ecosystems LTER Project on Sapelo Island, Georgia",Dr. Steven C. Pennings,NA,http://dx.doi.org/10.6073/pasta/7a4a05d7e4f0d709b72c8d637da3c1c2,NA
Phytoplankton species abundance in Lake Inba (Japan) from 1986 to 2016,Maiko Kagami,Akemi Iwayama,https://b2share.eudat.eu/records/d57da19440ad43ba90f3e50ae6402c3a,NA
LTER Benthic invertebrates at four sites along the Atna River - Norway 2003-2017,Knut Andreas Eikland Bakkelie,NA,https://doi.org/10.23728/b2share.d57da19440ad43ba90f3e50ae6402c3a,NA
War-in-the-Pacific National Historical Park marine biological survey,Kathy Dratch,Kelly Kozar,http://irma.nps.gov/DataStore/Reference/Profile/175663,NA
"Vegetation Data, Buxton Climate Change Experiment, UK, 1994-2009",Dr Jason Fridley,NA,https://knb.ecoinformatics.org/view/doi:10.5063/AA/fridley.3.2,NA
Structure and dynamics of a mountain riparian forest at an upstream valley in central Japan,Tomohiro Yoshida,NA,https://doi.org/10.1111/1440-1703.12150,NA
Long term data from the Hanko Bird Observatory,Kari Soilevaara,Jari Laitasalo,https://www.halias.fi/pitkaaikaisaineisto/,NA
Long term monitoring of the rocky intertidal on Wizard Island in Barkley Sound,Luke Andersson,NA,https://doi.org/10.5683/SP2/VBPBFN,NA
PBG07 Grasshopper species abundances in the Patch-Burn Grazing experiment at Konza Prairie,Dr Anthony Joern,NA,http://lter.konza.ksu.edu/content/pbg07-grasshopper-species-abundances-patch-burn-grazing-experiment-konza-prairie,NA
"Arthropod sweepnet sampling: Interactive Effects of Deer, Fire and Nitrogen. Cedar Creek.",Johannes Knops,Mark Ritchie,https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-cdr&identifier=310,NA
"Small Mammal Abundance: Interactive Effects of Deer, Fire and Nitrogen. Cedar Creek.",Johannes Knops,Mark Ritchie,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-cdr.317.8,NA
"Insect Population Dynamics on the Main Cropping System Experiment at the Kellogg Biological Station, Hickory Corners, MI  (1989 to 2017)",Douglas Landis,Data Manager Kellogg Biological Station,10.6073/pasta/f0776c1574808b08c484c1f7645a7357,NA
"Santa Barbara Coastal LTER: Reef: Annual time series of biomass for kelp forest species, ongoing since 2000","Information Manager, Santa Barbara Coastal LTER",NA,http://doi.org/10.6073/pasta/f2d0beb83ce7ed6949364ac28df790ea,NA
Long-term population trends in three grassland insect groups: a comparative analysis of 1951 and 2009,Sebastian Schuch,NA,https://onlinelibrary.wiley.com/doi/10.1111/j.1439-0418.2011.01645.x,NA
"Chagos Archipelago UVC fish surveys around rat-infested/rat-free islands, pre-/post- 2015 bleaching event",Casey Benkwitt,"Nick Graham, Shaun Wilson",NA,data authors
"Changes in the avifauna in a high Andean cloud forest
in Colombia over a 24-year period - Mist Net Captures",Loreta Rosselli,F. Gary Stiles,http://,NA
Christmas Bird Count - Bogota (1989-2015),Loreta Rosselli,"F. Gary Stiles, Sussy De La Zerda",http://,NA
Native and non-native freshwater fish communities surrounding aquarium trade fish farms in Brazil - a decadal comparison,Andre L. B. Magalhaes,NA,https://link.springer.com/article/10.1007/s10750-020-04307-w,NA
Channel Islands National Park Kelp Forest Monitoring Program - Roving Diver Fish Counts 2003-2019,National Park Data Portal,David Kushner; Joshua L. Sprague; Scott Gabara,https://irma.nps.gov/DataStore/,NA
UK Environmental Change Network (ECN) butterfly data: 1993-2015,UK Environmental Change Network,Susannah Rennie,https://catalogue.ceh.ac.uk/documents/5aeda581-b4f2-4e51-b1a6-890b6b3403a3,NA
UK Environmental Change Network (ECN) moth data: 1992-2015,UK Environmental Change Network,Susannah Rennie,https://catalogue.ceh.ac.uk/documents/a2a49f47-49b3-46da-a434-bb22e524c5d2,NA
"Desert Ecology Plot Network: Mammal Abundance Pit Traps, Simpson Desert, Western Queensland, 1990-2018",Glenda Wardle,"Chris Dickman, Aaron Greenville, Bobby Tamayo",https://datacommons.anu.edu.au/DataCommons/rest/display/anudc:5751,NA
"Desert Ecology Plot Network: Herpetofauna Abundance Pit Traps, Simpson Desert, Western Queensland, 1990-2018",Glenda Wardle,"Chris Dickman, Aaron Greenville, Bobby Tamayo",https://datacommons.anu.edu.au/DataCommons/rest/display/anudc:5753,NA
"Bulgaria Wintering Waterbirds, Aleksandar Stamboliyski Reservoir",Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",https://b2share.eudat.eu/records/ea5af584b5104dd8a09b55eb7ad73335,NA
"Bulgaria Wintering Waterbirds, Black Sea Coast",Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",https://b2share.eudat.eu/records/ea5af584b5104dd8a09b55eb7ad73335,NA
"Bulgaria Wintering Waterbirds, Lake Complexes",Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",https://b2share.eudat.eu/records/ea5af584b5104dd8a09b55eb7ad73335,NA
Bulgaria Wintering Waterbirds Srebarna Lake,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev",https://b2share.eudat.eu/records/ea5af584b5104dd8a09b55eb7ad73335,NA
LTER Finland Moths 1993-2016,Juha Poyry,Anna Suuronen,http://doi.org/10.23728/b2share.c9399a3ccb61450aaf58042b88a142fd,NA
Ants Under Climate Change at Harvard Forest and Duke Forest 2009-2015 Winkler method,Harvard Forest Information Manager,NA,https://doi.org/10.6073/pasta/4f6e15dcfd1abfa62f2c582f39804730,NA
Ants and Ecosystem Function in Hemlock Removal Experiment at Harvard Forest 2006-2014,Harvard Forest Information Manager,NA,https://doi.org/10.6073/pasta/25e5267d98517976c3177babef7f115f,NA
Ground vegetation data ICP Forests Level II plot Brasschaat,Arne Verstraten,Wouter Van Landuyt,https://deims.org/dataset/d2880df0-d272-433b-8fce-ead75e15bd29,Groenbos database INBO
Ground vegetation data ICP Forests Level II plot Gontrode,Arne Verstraten,Wouter Van Landuyt,NA,'Groenbos' database INBO
Ground vegetation data ICP Forests Level II plot Sonian forest,Arne Verstraten,Wouter Van Landuyt,NA,'Groenbos' database INBO
ILTER Ebro Delta Bird Census,Daniel Oro,NA,https://digital.csic.es/handle/10261/211284,NA
"Longâ€term observation of fish community in streams inside and outside road construction of Teshio River system, northern Hokkaido, Japan",Masahiro Nakamura,Yoshiyuki Umatani,doi.org/10.1111/1440-1703.12133,http://db.cger.nies.go.jp/JaLTER/metacat/metacat/ERDP-2020-09.1/jalter-en
"Long-term (2005â€“2017) macromoth community monitoring at Mt. Jirisan National Park, South Korea",Sei-Woong Choi,NA,http://db.cger.nies.go.jp/JaLTER/metacat/metacat?action=read&qformat=jalter-en&sessionid=0&docid=ERDP-2019-02.1.1,NA
"Diversity decrease of ant (Formicidae, Hymenoptera) after a forest disturbance: different responses among functional guilds",Cheol Min Lee,Tae-Sung Kwon,http://doi.org/10.1186/s40555-014-0037-z,NA
LTER National Park Hoge Kempen Arachnids,Natalie Beenaerts,Luc Creveceour,doi.org/10.23728/b2share.562cd87f87ec4ea381ef8b01a9d6ac8a,NA
LTER National Park Hoge Kempen Beetles,Natalie Beenaerts,Luc Creveceour,doi.org/10.23728/b2share.562cd87f87ec4ea381ef8b01a9d6ac8a,NA
"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Borfink station",Stefan Stoll,Fulgor Westermann,doi.org/10.23728/b2share.c50776a0a8bc491c905d5928a1a80c3d,NA
"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Mundung station",Stefan Stoll,Fulgor Westermann,doi.org/10.23728/b2share.c50776a0a8bc491c905d5928a1a80c3d,NA
"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Oberlauf station",Stefan Stoll,Fulgor Westermann,doi.org/10.23728/b2share.c50776a0a8bc491c905d5928a1a80c3d,NA
LTER ICP Lange Bramke Ground Vegetation,Henning Meesenburg,NA,http://doi.org/10.23728/b2share.6446610229654073854b39a756b2f8c6,Via Pilotto Haase (2020) paper and LTER network
LTER ICP Solling Germany Beech Forest Ground Vegetation,Henning Meesenburg,NA,http://doi.org/10.23728/b2share.14bc94b345064b8ba071cb52c9be3d4f,http://doi.org/10.23728/b2share.14bc94b345064b8ba071cb52c9be3d4f
LTER ICP Solling Germany Spruce Forest Vegetation,Henning Meesenburg,NA,http://doi.org/10.23728/b2share.14bc94b345064b8ba071cb52c9be3d4f,NA
LTER INBO Lower Seascheldt Invertebrates 1999-2005,Gunther Van Ryckegem,NA,http://doi.org/10.23728/b2share.e55993a622a74d06a0f4e44617a46056,NA
LTER INBO Lower Seascheldt Invertebrates 2008-2015,Gunther Van Ryckegem,NA,http://doi.org/10.23728/b2share.e55993a622a74d06a0f4e44617a46056,NA
LTER INBO Lower Seascheldt Waterbirds 1991-2017,Gunther Van Ryckegem,NA,http://doi.org/10.23728/b2share.8d47a255ba5749e3ac169527e22f0068,NA
LTER Lake Muggelsee Germany Phytoplankton,Rita Adrian,NA,https://fred.igb-berlin.de/data/package/536,NA
LTER Lake Muggelsee Germany Zooplankton,Rita Adrian,0,https://fred.igb-berlin.de/data/package/536,NA
"LTER Norholm Hede, Denmark Plants",Inger Kappel Schmidt,NA,http://doi.org/10.23728/b2share.d4037ff5a1fe4a20b28ead7010cf74ba,NA
LTER Rhine-Main Observatory Aquatic Invertebrates,Peter Haase,NA,http://doi.org/10.23728/b2share.d5b7bbbc5743466d885fb9d6fee9500a,NA
LWF Swiss Long-term Forest Ecosystem Research vegetation monitoring (large circular plots),Anne Thimonier,NA,NA,direct from contributor found through Peter Haase
LWF Swiss Long-term Forest Ecosystem Research vegetation monitoring (quadrats),Anne Thimonier,NA,NA,Direct from contributor found through Peter Haase
"NIES Fish monitoring data in Lake Kasumigaura, 2005-2021",Shin-ichiro S. Matsuzaki,Kumiko Totsu,https://db.cger.nies.go.jp/gem/moni-e/inter/GEMS/database/kasumi/contents/datalist.html,NA
"Point-count bird censusing: long-term monitoring of bird abundance and diversity along the Salt River in the greater Phoenix metropolitan area, ongoing since 2013",Heather Bateman,Paige Warren,https://doi.org/10.6073/pasta/d8a9ca70709469c914f3916a22969058,NA
"SeagrassNet monitoring, southern Andaman coast of Thailand 2006-2009",Ekkalak Rattanachot,NA,https://doi.org/10.1111/1440-1703.12123,http://db.cger.nies.go.jp/JaLTER/metacat/metacat/ERDP-2020-10.1/jalter-en
"Swedish Bird Survey (Fixed Routes), Birds 1996-2019",Ake Lindstrom,"Martin Green, Mathieu Blanchet",https://doi.org/10.15468/hd6w0r,NA
"Swedish Bird Survey (Fixed Routes), Mammals 2011-2019",Ake Lindstrom,"Martin Green, Mathieu Blanchet",https://doi.org/10.15468/hd6w0r,NA
"North Temperate Lakes LTER Core Data Phytoplankton, Paul Lake, 1984-1995",Stephen Carpenter,Mike Pace,https://doi.org/10.6073/pasta/05074f1e58c54e2f71b0b3774e9a90bc,NA
"North Temperate Lakes LTER Core Data Phytoplankton, Paul Lake, 2013-2015",Stephen Carpenter,Mike Pace,https://doi.org/10.6073/pasta/05074f1e58c54e2f71b0b3774e9a90bc,NA
Cascade Project at North Temperate Lakes LTER Core Data Zooplankton 1984 - 2016,Stephen Carpenter,Mike Pace,https://doi.org/10.6073/pasta/6fc6015c620056034512fde089d50c27,NA
"Operation Wallacea marine site in Hoga, Indonesia - Wakatobi National Park",Dan Exton,NA,NA,Direct contact with Operation Wallacea Head of Research Dan Exton
"Operation Wallacea reef fish surveys at Utila, Honduras",Dan Exton,NA,NA,Direct contact with Operation Wallacea Head of Research Dan Exton
Regional Watershed Monitoring Program Fish Community Data (2018-2021),Jan Moryk,NA,https://data.trca.ca/dataset/rwmp-fish-community-data,NA
"Regional Watershed Monitoring Program Benthic Macroinvertebrate Data, 2013-2021",Jessica Fang,Ryan Scott,https://data.trca.ca/dataset/benthic-macroinvertebrate-data-from-trca-s-regional-watershed-monitoring-program-2013-2020,NA
Back into the past: Resurveying random plots to track community changes in Italian coastal dunes.,Marta Sperandii,NA,https://doi.org/10.5061/dryad.np5hqbzr8,NA
TRCA Waterfront Fish Data 2000 - 2018,general,Angela Wallace,https://data.trca.ca/dataset/trca-waterfront-fish-data,NA
"Bonanza Creek LTER: Tree Inventory Data from 1989 to present at Core research sites in Interior Alaska, Bonanza Creek LTER",Data Manager (not named),Keith Van Cleve,http://www.lter.uaf.edu/data/data-detail/id/320,NA
Cross-Scale Interactions and the Distribution-Abundance Relationship,Earl Werner,NA,https://doi.org/10.5061/dryad.js47k,NA
Heatwave restructures marine intertidal communities across a stress gradient,Matthew Whalen,NA,https://doi.org/10.5281/zenodo.7671696,NA
"Bee species abundance and composition in three ecosystem types at the Sevilleta National Wildlife Refuge, New Mexico, USA",Karen Wright,Melanie Kazenel,https://doi.org/10.6073/pasta/cdc8381b8b2be97188daeffcd6310e9b,NA
Bees and their floral visits in Sapporo in 1979 and 1989,Takeshi Matsumura,Hisatomo Taki,https://doi.org/10.1111/1440-1703.12091,NA
"More coral, more fish? Contrasting snapshots from a remote Pacific atoll",Ricardo Beldade,NA,http://doi.org/10.7717/peerj.745,NA
"Density data for Lake Ontario benthic invertebrate assemblages, 1990-1995",Lyubov E. Burlakova,NA,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.3528,NA
"Density data for Lake Ontario benthic invertebrate assemblages, 1997-1999",Lyubov E. Burlakova,NA,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.3528,NA
"Density data for Lake Ontario benthic invertebrate assemblages, 2008-2013",Lyubov E. Burlakova,NA,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/ecy.3528,NA
"Quadrat-based monitoring of desert grassland vegetation at the Jornada Experimental Range, New Mexico, 1915â€“2016",Erica Christensen,Jornada Data Manager,https://doi.org/10.1002/ecy.3530,NA
Long-term zooplankton community records Lake Suwa (1996-2017),Masaki Sakamoto,Yuichi Miyabara,https://db.cger.nies.go.jp/JaLTER/ER_DataPapers/archives/2017/ERDP-2017-06/metadata,NA
"Flora at LTSER Zone Atelier Armorique - France, 1994-2017",Audrey Alignier,Yuichi Miyabara,https://b2share.eudat.eu/records/f87c5e9c27e940ee9b98900e302f0bb8,NA
"Herpethofauna from Aguas Santa Barbara, 2016-2020",Marcio Martins,"Filipe C. Serrano, Bruno F. Fiorillo",http://,NA
Ainsdale Dune Slacks LTE,Jonathan Millett,"Ciara Dwyer, Sally Edmonson",http://,NA
Alcatrazes_monitoring_program,Juan Pablo Quimbayo,NA,NA,contributed by data collector
"Fishes inhabiting tidepools in the Tablado Beach, Amazonian Coastal Zone, during the Wet Season",Bruno Eleres Soares,Luciano Fogaca de Assis Montag,http://,NA
Angiosperms at Serra do Tombador,Cassy Anne Rodrigues,Alessandra Fidelis,NA,contributed by data cllectors
Dynamic and diverse amphibian assemblages: Can we differentiate natural processes from human induced changes?,Nathalia G. S. Lima,Paula C. Eterovick,http://herpetology.com.br/?lang=pt-br,Provided by authors
Coastal batoid surveys in the Levant,Shahar Chaikin,NA,NA,NA
Birds from Carlos Botelho Park,Alexsander Zamorano Antunes,NA,NA,dados disponibilizados diretamente pelo autor
Dung beetles from Santa Catarina Island,Malva Isabel Medina Hernandez,NA,http://,data collector contributed data
Fish assemblage distribution along free-flowing rivers entering a reservoir cascade,Paulo S.Pompeu,NA,NA,Project under coordenation of the contactName1
Insectivorous bats responses to land-use change and wildfires in Madeira island.,Diogo F. Ferreira,Rym Nouioua,http://,NA
Phytoplankton Lake Bidighinzu,Bachisio Mario Padedda,Antonella Luglie,http://,Data collectors
Climate change transforms the functional identity of Mediterranean coralligenous assemblages,Daniel Gomez-Gras,NA,https://onlinelibrary.wiley.com/doi/10.1111/ele.13718,NA
Long-term species loss and homogenization of moth communities in Central Europe,Anu Valtonen,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.9m6vp,https://besjournals.onlinelibrary.wiley.com/doi/epdf/10.1111/1365-2656.12687
Operation Wallacea: Dominica birds,Andrew Fairbairn,Thomas E. Martin,http://,NA
Operation Wallacea: Ecuador Amphibians,Oliver Thomas,Thomas E. Martin,http://,NA
Operation Wallacea: Ecuador Reptiles,Oliver Thomas,Thomas E. Martin,http://,NA
Operation Wallacea: Honduras Bats,Pamela Medina-van Berkum,Merlijn Jocque,http://,NA
Operation Wallacea: Honduras Birds,Samuel E.I. Jones,Thomas Edward Martin,http://,NA
Operation Wallacea: Madagascan Amphibians,Peter R. Long,Thomas E. Martin,http://,NA
Operation Wallacea: Madagascan Reptiles,Peter R. Long,Joseph P. Wayman,http://,NA
Operation Wallacea: Mexico Amphibians,Kathy Slater,Jose Antonio L. Barao-Nobrega,http://,NA
Operation Wallacea: Mexico Butterflies,Kathy Slater,Jose Antonio L. Barao-Nobrega,http://,NA
Operation Wallacea: Mexico Large Mammal Transects,Kathy Slater,Jose Antonio L. Barao-Nobrega,http://,NA
Operation Wallacea: Romania Birds Point Count,Joseph J. Bailey,Thomas E. Martin,http://,NA
Operation Wallacea: Romanian Butterflies,Joseph J. Bailey,Thomas E. Martin,http://,NA
Ornamental aquaculture in streams,Andre L. B. Magalhaes,"Jean Ricardo Simoes Vitule, Vanessa Daga",https://doi.org/10.1007/s10750-020-04307-w,Publication
Plant succession in reclaimed areas,Petr Pysek,NA,https://www.sciencedirect.com/science/article/abs/pii/037811279290003RÂ ,data collector contributed data
Reef fish in the Israeli Gulf of Aqaba,Tal Gavriel,"Assaf Zvuloni, Jonathan Belmaker",http://,Data collector submitted data
"Fishes inhabiting tidepools in the Tablado Beach, Amazonian Coastal Zone, during the Wet Season",Bruno Eleres Soares,Erica Caramaschi,http://,NA
Long term damselfly monitoring in North East Scotland,Lesley Lancaster,Rob Fitt,http://,data collectors
"SEMICE, Common small mammals monitoring in Spain",Ignasi Torre,NA,http://www.sciencedirect.com/science/article/abs/pii/S1616504717300897,NA
Seychelles algae benthic cover,Nick Graham,Shaun Wilson,http://,NA
Seychelles hard coral benthic cover,Nick Graham,Shaun Wilson,http://,NA
Seychelles reef fish,Nick Graham,Shaun Wilson,http://,contributors
North American Amphibian Monitoring Program (NAAMP) anuran detection data from the eastern and central United States (1994-2015),Evan H. Campbell Grant,NA,https://doi.org/10.5066/F7G44NG0,Online
"SBC LTER: Beach: Time series of abundance of birds on selected beaches, ongoing since 2008",Jenifer E Dugan,NA,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-sbc.51.10,NA
"Changes in the reef-coral community of Carysfort reef, Key Largo, Florida: 1974 to 1982",Phillip Dustan,NA,https://doi.org/10.1007/BF00301378,NA
Long-term environmental monitoring for assessment of change: measurement inconsistencies over time and potential solutions,Kari E. Ellingsen,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.2v7m4,NA
Disentangling the latitudinal and altitudinal shifts in in community composition induced by climate change: The case of riparian birds,Elie Gaget,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.1rn8pk0rx,NA
"Signals of resilience and change in tidepool fish communities on the Pacific coast of Vancouver Island, Canada",Amanda E. Bates,John M. Green,https://onlinelibrary.wiley.com/doi/full/10.1111/ddi.13387,NA
"Macrophyte abundance data for ten lakes in Vilas County, WI, USA, 1987-2020",Daniel K. Szydlowski,NA,https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-ntl&identifier=417&revision=3,NA
"Aquatic snail abundance data for ten lakes in Vilas County, WI, USA, 1987-2020",Daniel K. Szydlowski,NA,https://portal.edirepository.org/nis/mapbrowse?scope=knb-lter-ntl&identifier=417&revision=3,NA
"Point-count bird censusing: long-term monitoring of bird abundance and diversity in central Arizona-Phoenix, ongoing since 2000",Paige S. Warren,NA,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-cap.46.22,NA
"GOB Winter count of waterfowl, waders and seagulls in the Balearic Islands, 1998-2021",Patrick Moussa,GOB-Mallorca,https://www.gobmallorca.com/ornit/anuari/,"Moussa, P., MÃ©ndez, X., SuÃ¡rez, M., Cardona, E. (2021). Recompte hivernal d'aus aquÃ tiques, limÃ­coles i gavines a les Balears, gener 2021. Anuari OrnitolÃ²gic de les Balears, 2020: 37-50"
"Changes in breeding bird populations of an oak-wood on Bookham Common, Surrey, over twenty-seven years",Geoffrey Beven,NA,https://www.biodiversitylibrary.org/bibliography/159762,"Beven, G. (1976). Changes in breeding bird populations of an oak-wood on Bookham Common, Surrey, over twenty-seven years. London Naturalist, 55, 23-42."
Estudio de seguimiento de las reservas marinas de Cabo de Palos - Islas Hormigas y Cabo Tiñoso,J.A. Garcia Charton,NA,https://digitum.um.es/digitum/bitstream/10201/89950/1/Informe%20UMU%20C%20Palos%202018.pdf,"GarcÃ­a Charton, J.A. (coord.), Barcala Bellod, E., Cuadros Casado, A., Orenes Salazar, V., PereÃ±Ã­guez LÃ³pez, J.M., Rojo Moreno, I., Sandoval CÃ¡novas, V., Trujillo AlarcÃ³n, M. (2018). Estudios de seguimiento de las reservas marinas de Cabo de Pa"
Long-term dynamics of Mediterranean frugivorous birds and fleshy fruits: a 12-year study,Carlos M. Herrera,NA,https://doi.org/10.1890/0012-9615(1998)068[0511:LTDOMF]2.0.CO;2,"Herrera, C.M. (1998). Long-term dynamics of Mediterranean frugivorous birds and 
eshy fruits: a 12-year study. Ecological Monographs, 68(4), pp. 511-538."
Population trends of Laridae and Sternidae breeding in the Comacchio Laggon (NE Italy) between 1977 and 2001,Pierandrea Brichetti,NA,https://www.avocetta.org/cnt/uploads/2018/09/Brichetti-Foschi_2006_5.pdf,"Brichetti, P., Foschi, U.F. (2006). Population trends of Laridae and Sternidae breeding in the Comacchio Lagoon (NE Italy) between 1977 ad 2001. Avocetta, 30: 41-50."
Terrestrial reptile counts in Doñana 2005-2021,Ana C. Andreu,Rosa Arribas,https://doi.org/10.15470/ki0cn7,"Andreu, A.C., Arribas, R., RomÃ¡n, I. (2022). Terrestrial Reptile Counts in DoÃ±ana 2005-2021. v1.1 EstaciÃ³n BiolÃ³gica de DoÃ±ana. Dataset/Samplingevent."
Aerial censuses of waterbirds at Guadalquivir Marshes (Censos Áreos - ICTS-RBD),Javier Bustamante,NA,https://censos-aereos.icts.ebd.csic.es/,"Censos AÃ©reos ICTS-RBD. Infraestructura CientÃ­fica y TÃ©cnica Singular - Reserve BiolÃ³gica de DoÃ±ana. Supported by PENELOPE project. Ministerio de Ciencia e InnovaciÃ³n, Gobierno de EspaÃ±a. Fondos del Plan de RecuperaciÃ³n, TransformaciÃ³n y Res"
Cens Internacional d’ocells aquàtics i marins hivernants a Catalunya de gener de 2021,Ricard Gutierrez,NA,https://mediambient.gencat.cat/ca/05_ambits_dactuacio/patrimoni_natural/sistemes_dinformacio/cens_hivernal_ocells_aquatics_marins/,"GutiÃ©rrez, R. (ed) (2021). Cens Internacional d'ocells aquÃ tics i marins hivernants a Cataluunya de gener de 2021. Departament de Territori i Sostenibilitat. Generalitat de Catalunya."
"The composition and dynamics of the passerine bird community in a subalpine birch forest, Swedish Lapland. A 20-year study",NA,NA,https://www.annzool.net/PDF/anzf21/anzf21-321-338.pdf,"Enemar, A., Nilsson, L., SjÃ¶strand, B. (1984). The composition and dynamics of the passerine bird community in a subalpine birch forest, Swedish Lapland. A 20-year study. Annales Zoologici Fennici, 21(3), 321-338"
Long-term decline of a winter-resident bird community in Puerto Rico,Jon Faaborg,NA,https://doi.org/10.1007/s10531-012-0399-7,"Faaborg, J., Arendt, W.J., Toms, J.D., Dugger, K.M., Cox, W.A., Canals Mora, M. (2013). Long-term decline of a winter-resident bird community in Puerto Rico. Biodiversity and Conservation, 22: 63-75."
Temporal dynamics of marginal steppic vegetation over a 26-year period of substantial environmental change,Silvia Matesanz,NA,https://onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1111%2Fj.1654-1103.2009.05489.x&file=JVS_5489_sm_AppendixS1.doc,https://doi.org/10.1111/j.1654-1103.2009.05489.x
Long-term dynamics of small-mammal populations in Ontario,John M. Fryxell,NA,https://doi.org/10.1890/0012-9658(1998)079[0213:LTDOSM]2.0.CO;2,"Fryxell, J.M., Falls, J.B., Falls, E.A., Brooks, R.J. (1998). Long-term dynamics of small-mammal populations in Ontario. Ecology, 79(1), 213-225."
"Interspecific interactions, population variation, and environmental forcing in the context of the community",Elizabeth L. Porzig,NA,https://doi.org/10.1002/ecs2.1349,"Porzig, E.L., Seavy, N.E., Eadie, J.M., Humple, D.L., Geupel,
G.R., Gardali, T. (2016). Interspeci_x000c_c interactions, population variation,
and environmental forcing in the context of the community. Ecosphere, 7(6)."
"Waterfowl counts in Pasvik nature reserve, 1996-2020",Morten Gunther,Tor-Arne Bjorn,https://hdl.handle.net/11250/2977076,"GÃ¼nther, M., BjÃ¸rn, T., Frantzen, B., Aspholm, P.E., Hagen, S. (2022). Vannfugltellinger i Pasvik naturreservat. NIBIO Rapport. Vol. 8, NR. 5."
Long-term woodpecker winter population dynamics in the Tatarstan Republic,Arthur Askeyev,Oleg Askeyev,https://www.researchgate.net/profile/Oleg-Askeyev/publication/315047843_Long-term_woodpecker_winter_population_dynamics_in_the_Tatarstan_Republic/links/58c90de1aca2723ab1805b2e/Long-term-woodpecker-wi,"Askeyev, A., Askeyev, O., Askeyev, I. (2017). Long-term woodpecker winter population dynamics in the Tatarstan Republic. Vogelwelt 2017: 130-133."
"Nest population size and potential production of geese and spectacled eiders on the Yukon-Kuskokwim Delta, Alaska, 1985-2013",Julian B. Fischer,NA,https://www.researchgate.net/profile/Julian-Fischer-3/publication/268803421_Nest_population_size_and_potential_production_of_geese_and_spectacled_eiders_on_the_Yukon-Kuskokwim_Delta_Alaska_1985-2013/l,"Fischer, J.B., Stehn, R.A. (2014). Nest population size and potential production of geese and spectacled eiders on the Yukon-Kuskokwim Delta, Alaska, 2013. US Fish and Wildlife Service, Anchorage, AK."
BioBasis Zackenberg - Breeding birds abundance,Niels Martin Schmidt,Jannik Hansen,https://doi.org/10.17897/1Z6Z-FQ32,"Greenland Ecosystem Monitoring Programme. Department of Bioscience, Aarhus Unviersity, Denmark, in collaboration with Greenland Institute of Natural Resources, Nuuk, Greendland, and Deparment of Biology, University of Copenhagen, Denmark."
CERN Long-term Monitoring Dataset of Plant Communities in Dongting Lake Beach (2011-2015),Xie Yonghong,NA,https://doi.org/10.57760/sciencedb.06115,NA
"CERN Gansu Linze desert plant communities, 2005-2008 - soil macrofauna",NA,NA,http://www.nesdc.org.cn/sdo/detail?id=5fa8ea76042ebb7a33fab0b2,NA
"CERN Gansu Linze desert plant communities, 2005-2008 - station monitoring",NA,NA,http://www.nesdc.org.cn/sdo/detail?id=5fa8ea76042ebb7a33fab0b2,NA
CERN Gansu Linze desert plant communities 2005-2008 - auxiliary monitoring,NA,NA,http://www.nesdc.org.cn/sdo/detail?id=5fa8ea76042ebb7a33fab0b2,NA
CERN A dynamic dataset of plant community composition in HulunBuir Stipa Baicalensis meadow steppe (2009-2015),XIN Xiaoping,NA,https://doi.org/10.11922/sciencedb.j00001.00243,NA
CERN Biomass data of Huitong Chinese fir forest Station from 1973 to 2007,NA,NA,http://www.nesdc.org.cn/sdo/detail?id=60309f65042ebb719ff1872d,NA
