LastName,FirstName,DatasetID,Dataset,SpeciesName,AccSpeciesID,AccSpeciesName,ObservationID,ObsDataID,TraitID,TraitName,DataID,DataName,OriglName,OrigValueStr,OrigUnitStr,ValueKindName,OrigUncertaintyStr,UncertaintyName,Replicates,StdValue,UnitName,RelUncertaintyPercent,OrigObsDataID,ErrorRisk,Reference,Comment,StdValueStr,Column1
Poschlod,Peter,71,BIOPOP: Functional Traits for Nature Conservation,Bromus tectorum,8548,Bromus tectorum,822061,4861355,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life span,winter annual,NN,Single,,,,,year,,,,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",Plant life span,,
Poschlod,Peter,71,BIOPOP: Functional Traits for Nature Conservation,Bromus tectorum,8548,Bromus tectorum,822087,4861469,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life span,winter annual,NN,Single,,,,,year,,,,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",Plant life span,,
Poschlod,Peter,71,BIOPOP: Functional Traits for Nature Conservation,Sisymbrium altissimum,50412,Sisymbrium altissimum,905463,5198564,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life span,annual,NN,Single,,,,,year,,,,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",Plant life span,,
Poschlod,Peter,71,BIOPOP: Functional Traits for Nature Conservation,Sisymbrium altissimum,50412,Sisymbrium altissimum,905465,5198570,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life span,annual,NN,Single,,,,,year,,,,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",Plant life span,,
Poschlod,Peter,71,BIOPOP: Functional Traits for Nature Conservation,Sisymbrium altissimum,50412,Sisymbrium altissimum,905466,5198573,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life span,winter annual,NN,Single,,,,,year,,,,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",Plant life span,,
Poschlod,Peter,71,BIOPOP: Functional Traits for Nature Conservation,Sisymbrium altissimum,50412,Sisymbrium altissimum,905494,5198687,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life span,biennial,NN,Single,,,,,year,,,,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",Plant life span,,
Poschlod,Peter,71,BIOPOP: Functional Traits for Nature Conservation,Sisymbrium altissimum,50412,Sisymbrium altissimum,905495,5198690,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life span,annual,NN,Single,,,,,year,,,,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",Plant life span,,
Poschlod,Peter,71,BIOPOP: Functional Traits for Nature Conservation,Sisymbrium altissimum,50412,Sisymbrium altissimum,905501,5198714,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life span,winter annual,NN,Single,,,,,year,,,,"Poschlod, P., M. Kleyer, A. K. Jackel, A. Dannemann, and O. Tackenberg. 2003. BIOPOP - a database of plant traits and Internet application for nature conservation. Folia Geobotanica 38:263-271.",Plant life span,,
Green,Walton,92,PLANTSdata USDA,Agropyron cristatum (L.) Gaertn.,1833,Agropyron cristatum,941358,5625703,59,Plant lifespan (longevity),1302,Plant life span,Lifespan,Long,NN,Single,,,,,year,,,,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,,
Green,Walton,92,PLANTSdata USDA,Agropyron cristatum (L.) Gaertn.,1833,Agropyron cristatum,941358,5625680,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Duration,Perennial,NN,Single,,,,,year,,,,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,,
Green,Walton,92,PLANTSdata USDA,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,941815,5663111,59,Plant lifespan (longevity),1302,Plant life span,Lifespan,Moderate,NN,Single,,,,,year,,,,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,,
Green,Walton,92,PLANTSdata USDA,Ceratophyllum demersum L.,11831,Ceratophyllum demersum,941815,5663088,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Duration,Perennial,NN,Single,,,,,year,,,,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,,
Green,Walton,92,PLANTSdata USDA,Eragrostis lehmanniana Nees,21155,Eragrostis lehmanniana,942070,5683802,59,Plant lifespan (longevity),1302,Plant life span,Lifespan,Short,NN,Single,,,,,year,,,,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,,
Green,Walton,92,PLANTSdata USDA,Eragrostis lehmanniana Nees,21155,Eragrostis lehmanniana,942070,5683779,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Duration,Perennial,NN,Single,,,,,year,,,,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,,
Green,Walton,92,PLANTSdata USDA,Stuckenia pectinatus (L.) Bˆerner,98812,Stuckenia pectinata,943292,5783331,59,Plant lifespan (longevity),1302,Plant life span,Lifespan,NA,NN,Single,,,,,year,,,,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,,
Green,Walton,92,PLANTSdata USDA,Stuckenia pectinatus (L.) Bˆerner,98812,Stuckenia pectinata,943292,5783305,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Duration,NA,NN,Single,,,,,year,,,,"Green, W. 2009. USDA PLANTS Compilation, version 1, 09-02-02. (http://bricol.net/downloads/data/PLANTSdatabase/) NRCS: The PLANTS Database (http://plants.usda.gov, 1 Feb 2009). National Plant Data Center: Baton Rouge, LA 70874-74490 USA.",,,
Poorter,Hendrik,110,Categorical Plant Traits Database,Bromus tectorum,8548,Bromus tectorum,976290,6183671,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",longevity,annual,NN,Single,,,,,year,,,,unpub.,,,
Poorter,Hendrik,110,Categorical Plant Traits Database,Eragrostis lehmanniana,21155,Eragrostis lehmanniana,976450,6184789,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",longevity,perennial,NN,Single,,,,,year,,,,unpub.,,,
Poorter,Hendrik,110,Categorical Plant Traits Database,Agropyron cristatum,1833,Agropyron cristatum,982786,6203655,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",plant longevity,perennial,NN,Single,,,,,year,,,,unpub.,,,
Poorter,Hendrik,110,Categorical Plant Traits Database,Agropyron cristatum,1833,Agropyron cristatum,982790,6203663,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",plant longevity,perennial,NN,Single,,,,,year,,,,unpub.,,,
Poorter,Hendrik,110,Categorical Plant Traits Database,Agropyron cristatum,1833,Agropyron cristatum,982794,6203671,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",plant longevity,perennial,NN,Single,,,,,year,,,,unpub.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Salsola ruthenica,432830,Kali tragus,1335458,9528283,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,annual,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Elodea nuttallii,20187,Elodea nuttallii,1335512,9528553,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,perennial,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Agropyron pectinatum,1833,Agropyron cristatum,1335633,9529158,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,perennial,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Bromus tectorum,8548,Bromus tectorum,1335942,9530703,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,annual,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Ceratophyllum demersum,11831,Ceratophyllum demersum,1336191,9531944,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,perennial,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Myriophyllum spicatum,37615,Myriophyllum spicatum,1337209,9537034,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,perennial,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Najas marina,37722,Najas marina,1337212,9537049,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,annual,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Potamogeton pectinatus,98812,Stuckenia pectinata,1337499,9538484,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,perennial,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Potamogeton perfoliatus,43620,Potamogeton perfoliatus,1337500,9538489,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,perennial,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Dainese,Matteo,164,Italian Alps Plant Traits Database,Sisymbrium altissimum,50412,Sisymbrium altissimum,1337936,9540669,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",Life history,annual/biennial,NN,Single,,,,,year,,,,Bragazza L (2009) Conservation priority of Italian alpine habitats: a floristic approach based on potential distribution of vascular plant species. Biodiversity and Conservation  18: 2823–2835.,,,
Gachet,Sophie,175,BASECO: a floristic and ecological database of Mediterranean French flora,Bromus tectorum,8548,Bromus tectorum,1351455,9613385,59,Plant lifespan (longevity),190,"Plant lifespan, longevity, plant maximum age",LiveHist,annual,NN,Single,,,,,year,,,,"Gachet S, Errol Véla, Thierry Tatoni, 2005, BASECO: a floristic and ecological database of Mediterranean French flora. Biodiversity and Conservation 14(4):1023-1034","Source: De Bolos (""Flora manual dels països catalans"", 1993)",,
Biological Records Centre (BRC),,178,PLANTATT - Attributes of British and Irish Plants,Ceratophyllum demersum,11831,Ceratophyllum demersum,1355039,9641658,59,Plant lifespan (longevity),2082,Perennation 1 (plant age),Perennation ,Perennial,NN,Single,,,,,year,,,,"HILL, M.O., PRESTON, C.D. & ROY, D.B. (2004) PLANTATT - attributes of British and Irish Plants: status, size, life history, geography and habitats. Huntingdon: Centre for Ecology and Hydrology.",,,
Biological Records Centre (BRC),,178,PLANTATT - Attributes of British and Irish Plants,Elodea nuttallii,20187,Elodea nuttallii,1355224,9646276,59,Plant lifespan (longevity),2082,Perennation 1 (plant age),Perennation ,Perennial,NN,Single,,,,,year,,,,"HILL, M.O., PRESTON, C.D. & ROY, D.B. (2004) PLANTATT - attributes of British and Irish Plants: status, size, life history, geography and habitats. Huntingdon: Centre for Ecology and Hydrology.",,,
Biological Records Centre (BRC),,178,PLANTATT - Attributes of British and Irish Plants,Myriophyllum spicatum,37615,Myriophyllum spicatum,1355787,9660327,59,Plant lifespan (longevity),2082,Perennation 1 (plant age),Perennation ,Perennial,NN,Single,,,,,year,,,,"HILL, M.O., PRESTON, C.D. & ROY, D.B. (2004) PLANTATT - attributes of British and Irish Plants: status, size, life history, geography and habitats. Huntingdon: Centre for Ecology and Hydrology.",,,
Biological Records Centre (BRC),,178,PLANTATT - Attributes of British and Irish Plants,Najas marina,37722,Najas marina,1355791,9660427,59,Plant lifespan (longevity),2082,Perennation 1 (plant age),Perennation ,Annual,NN,Single,,,,,year,,,,"HILL, M.O., PRESTON, C.D. & ROY, D.B. (2004) PLANTATT - attributes of British and Irish Plants: status, size, life history, geography and habitats. Huntingdon: Centre for Ecology and Hydrology.",,,
Biological Records Centre (BRC),,178,PLANTATT - Attributes of British and Irish Plants,Potamogeton pectinatus,98812,Stuckenia pectinata,1356004,9665780,59,Plant lifespan (longevity),2082,Perennation 1 (plant age),Perennation ,Perennial,NN,Single,,,,,year,,,,"HILL, M.O., PRESTON, C.D. & ROY, D.B. (2004) PLANTATT - attributes of British and Irish Plants: status, size, life history, geography and habitats. Huntingdon: Centre for Ecology and Hydrology.",,,
Biological Records Centre (BRC),,178,PLANTATT - Attributes of British and Irish Plants,Potamogeton perfoliatus,43620,Potamogeton perfoliatus,1356005,9665805,59,Plant lifespan (longevity),2082,Perennation 1 (plant age),Perennation ,Perennial,NN,Single,,,,,year,,,,"HILL, M.O., PRESTON, C.D. & ROY, D.B. (2004) PLANTATT - attributes of British and Irish Plants: status, size, life history, geography and habitats. Huntingdon: Centre for Ecology and Hydrology.",,,
Biological Records Centre (BRC),,178,PLANTATT - Attributes of British and Irish Plants,Sisymbrium altissimum,50412,Sisymbrium altissimum,1356288,9672992,59,Plant lifespan (longevity),2082,Perennation 1 (plant age),Perennation ,Annual,NN,Single,,,,,year,,,,"HILL, M.O., PRESTON, C.D. & ROY, D.B. (2004) PLANTATT - attributes of British and Irish Plants: status, size, life history, geography and habitats. Huntingdon: Centre for Ecology and Hydrology.",,,
Laughlin,Daniel,193,Plant Traits for Pinus and Juniperus Forests in Arizona,Bromus tectorum,8548,Bromus tectorum,1398154,10237921,59,Plant lifespan (longevity),2142,Perenniality,Perenniality,annual,NN,Single,,,,,year,,,,"Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.",,,
Laughlin,Daniel,193,Plant Traits for Pinus and Juniperus Forests in Arizona,Salsola tragus,432830,Kali tragus,1401398,10269260,59,Plant lifespan (longevity),2142,Perenniality,Perenniality,annual,NN,Single,,,,,year,,,,"Laughlin, D. C., J. J. Leppert, M. M. Moore, and C. H. Sieg. 2010. A multi-trait test of the leaf-height-seed plant strategy scheme with 133 species from a pine forest flora. Functional Ecology 24:493-501.",,,
